visit_id,provider_id,provider_type_raw,jurisdiction_raw,region_raw,rural_urban_raw,enrollment_year,visit_date_raw,scheduled_visit_year,doses_administered,staff_turnover,prior_technical_assistance,site_visit_delay_days,raw_prior_noncompliance_flag,training_compliant,eligibility_compliant,documentation_compliant,inventory_compliant,storage_handling_compliant
V001022,P00294,Private Clinic,Alabama,Southeast,Urban,2023,2024-02-01,2024,1189.0,0,1,28,1,Compliant,Compliant,Missing,Compliant,Compliant
V004115,P01202,Private Clinic,Virginia,Mid-Atlantic,Rural,2012,2025-03-23,2025,1167.0,0,1,44,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V004205,P01231,private clinic ,Tennessee,Southeast,Rural,2012,2025-11-13,2025,1030.0,0,1,34,1,Non-compliant,Compliant,Compliant,Compliant,Compliant
V004141,P01210,Pharmacy,North Carolina,Southeast,Rural,2024,2024-02-09,2024,1609.0,1,0,35,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001531,P00445,Pediatric Practice,Louisiana,South Central,Suburban,2012,2022-12-26,2022,3726.0,0,1,9,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V000398,P00115,private clinic ,Virginia,Mid-Atlantic,Urban,2012,2025-01-21,2025,4011.0,0,0,28,1,Compliant,Non-compliant,Non-compliant,Non-compliant,Non-compliant
V002942,P00862,Public Health Clinic,Georgia,Southeast,Rural,2017,2019-03-16,2019,3134.0,0,0,26,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003660,P01068,Pediatric practice,Virginia,Mid-Atlantic,Urban,2012,2022-07-07,2022,3623.0,0,0,24,1,Compliant,Compliant,Non-compliant,Non-compliant,Compliant
V003939,P01150,Public Health Clinic,Kentucky,Southeast,Suburban,2016,2019-10-18,2019,2324.0,1,0,39,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V004408,P01287,Pharmacy,Alabama,Southeast,Rural,2021,2019-09-13,2019,948.0,0,0,37,0,Missing,Compliant,Compliant,Compliant,Compliant
V003858,P01126,Public Health Clinic,Arkansas,South Central,Urban,2016,2022-11-02,2022,4110.0,1,0,26,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V000693,P00202,Pharmacy,North Carolina,Southeast,Rural,2024,2021-06-11,2021,809.0,0,0,25,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V002192,P00653,Public Health Clinic,Louisiana,South Central,Rural,2020,2021-01-23,2021,2152.0,0,0,21,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000382,P00111,Public Health Clinic,Florida,Southeast,Rural,2021,2019-07-11,2019,2365.0,0,0,13,0,Compliant,Compliant,Compliant,Missing,Compliant
V000690,P00201,Public Health Clinic,Mississippi,Southeast,Urban,2019,2023-01-14,2023,7467.0,0,1,4,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000523,P00154,FQHC,Arkansas,South Central,Urban,2024,2021-01-16,2021,2116.0,1,1,58,1,Compliant,Non-compliant,Non-compliant,Compliant,Missing
V002161,P00641,Public Health Clinic,Arkansas,South Central,Rural,2015,2024-12-13,2024,3306.0,1,0,37,1,Compliant,Non-compliant,Non-compliant,Non-compliant,Compliant
V002459,P00729,FQHC,Florida,Southeast,Urban,2011,2024-06-02,2024,1068.0,1,1,45,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V001921,P00565,Private Clinic,Florida,Southeast,Rural,2021,2019-08-19,2019,583.0,0,0,21,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V000436,P00124,FQHC,Mississippi,Southeast,Suburban,2017,2025-11-03,2025,4198.0,1,1,34,1,Missing,Compliant,Compliant,Compliant,Compliant
V004093,P01195,Public Health Clinic,North Carolina,Southeast,Urban,2013,2024-08-19,2024,2396.0,1,1,35,1,Compliant,Compliant,Compliant,Compliant,Compliant
V004525,P01319,pharmacy,Mississippi,Southeast,Urban,2022,2021-02-02,2021,728.0,0,0,28,1,Compliant,Compliant,Missing,Non-compliant,Compliant
V003848,P01123,Pediatric Practice,Virginia,Mid-Atlantic,Rural,2014,2020-08-09,2020,3211.0,0,0,23,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001156,P00330,Pediatric Practice,Texas,South Central,Suburban,2018,2025-06-24,2025,3126.0,0,0,43,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003664,P01069,Unknown,Louisiana,South Central,rural ,2022,2022-09-08,2022,889.0,0,0,31,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V001267,P00363,Pharmacy,South Carolina,Southeast,Urban,2011,2020-09-22,2020,695.0,0,1,25,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V000653,P00192,Pediatric Practice,Florida,Southeast,Urban,2020,2022-04-18,2022,3121.0,0,0,18,1,Compliant,Non-compliant,Compliant,Compliant,Non-compliant
V003894,P01136,Pediatric Practice,Georgia,Southeast,Suburban,2017,2022-07-07,2022,3102.0,0,0,42,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002334,P00693,Pediatric Practice,Georgia,Southeast,Suburban,2023,2019-10-14,2019,2158.0,0,0,18,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000130,P00040,Public Health Clinic,Mississippi,Southeast,Rural,2011,not_a_date,2019,2262.0,1,1,63,0,Compliant,Compliant,Compliant,Missing,Compliant
V000750,P00216,Pharmacy,Alabama,Southeast,Suburban,2011,2024-01-22,2024,1075.0,0,1,29,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003433,P01005,FQHC,South Carolina,Southeast,Rural,2017,2023-04-05,2023,961.0,1,1,44,1,Compliant,Compliant,Compliant,Compliant,Compliant
V004463,P01304,Public Health Clinic,Texas,South Central,rural ,2014,2024-08-18,2024,2958.0,0,1,19,1,Missing,Compliant,Compliant,Compliant,Compliant
V004169,P01220,Pediatric Practice,Arkansas,South Central,Rural,2024,2025-09-04,2025,3697.0,1,1,22,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V000349,P00098,public health clinic,Texas,South Central,Urban,2013,2019-09-17,2019,2891.0,0,0,14,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001323,P00379,Pediatric Practice,Tennessee,Southeast,Rural,2020,2020-09-13,2020,1502.0,0,0,24,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000285,P00078,Private Clinic,North Carolina,Southeast,Urban,2020,2025-04-24,2025,1752.0,0,0,25,1,Compliant,Compliant,Non-compliant,Non-compliant,Compliant
V000714,P00208,Public Health Clinic,North Carolina,Southeast,Rural,2023,2024-11-20,2024,2563.0,0,0,41,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V002982,P00874,Pharmacy,South Carolina,Southeast,Urban,2014,2023-09-04,2023,1602.0,0,1,21,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V002234,P00663,Private Clinic,Tennessee,Southeast,Urban,2012,2024-03-25,2024,1770.0,1,0,36,1,Non-compliant,Compliant,Non-compliant,Non-compliant,Non-compliant
V001021,P00294,Private Clinic,Alabama,Southeast,Urban,2023,2022-06-02,2022,1191.0,0,0,0,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V002873,P00842,Private Clinic,Kentucky,Southeast,Suburban,2024,2024-08-07,2024,1800.0,1,0,19,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V003905,P01139,Pharmacy,Kentucky,Southeast,Urban,2016,2022-01-11,2022,1055.0,1,0,16,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003437,P01007,Pharmacy,Florida,Southeast,Urban,2020,2023-06-26,2023,945.0,0,0,17,0,Non-compliant,Compliant,Compliant,Compliant,Compliant
V001112,P00319,Public clinic,Louisiana,South Central,Suburban,2022,2022-12-02,2022,6078.0,0,1,14,1,Compliant,Compliant,Missing,Compliant,Non-compliant
V001346,P00385,Public Health Clinic,Texas,South Central,Suburban,2018,2021-04-12,2021,2087.0,0,0,33,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V002700,P00795,Pediatric Practice,Tennessee,Southeast,Urban,2021,2023-12-07,2023,2070.0,0,0,31,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003137,P00918,Private Clinic,South Carolina,Southeast,Rural,2013,2019-01-19,2019,2914.0,1,0,40,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002966,P00869,Private Clinic,Texas,South Central,Urban,2024,2022-06-02,2022,2704.0,0,1,27,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V004091,P01195,Public Health Clinic,North Carolina,Southeast,Urban,2013,2019-02-17,2019,5507.0,1,0,32,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V003652,P01065,FQHC,North Carolina,Southeast,Rural,2013,2025-02-09,2025,1175.0,0,0,12,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V000746,P00215,Pediatric Practice,North Carolina,Southeast,Suburban,2024,2023-02-08,2023,2438.0,0,0,37,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003077,P00897,Pharmacy,Virginia,Mid-Atlantic,Rural,2022,2023-03-04,2023,1529.0,0,0,27,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001770,P00515,Public Health Clinic,Georgia,Southeast,Urban,2019,2021-09-07,2021,1778.0,0,0,11,0,Compliant,Compliant,Missing,Compliant,Compliant
V000604,P00178,Pediatric Practice,Mississippi,Southeast,urban ,2013,2023-01-18,2023,9560.0,0,1,34,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V003135,P00917,FQHC,Kentucky,Southeast,Suburban,2022,2022-11-17,2022,945.0,0,0,20,0,Compliant,Compliant,Compliant,Compliant,Missing
V003955,P01153,public health clinic,Florida,Southeast,Urban,2022,2025-02-09,2025,7081.0,1,0,39,1,Compliant,Compliant,Compliant,Non-compliant,Non-compliant
V003168,P00925,Public Health Clinic,Florida,Southeast,Rural,2014,2019-05-04,2019,5009.0,0,0,30,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V002138,P00636,Public Health Clinic,South Carolina,Southeast,Urban,2019,2019-02-12,2019,3192.0,0,0,26,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000061,P00021,Public Health Clinic,Georgia,Southeast,Rural,2017,2019-05-19,2019,2830.0,0,1,24,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002475,P00734,Pediatric Practice,Mississippi,Southeast,Urban,2016,2025-11-19,2025,3191.0,0,0,15,0,Missing,Compliant,Non-compliant,Compliant,Compliant
V002434,P00724,Private Clinic,Alabama,Southeast,Urban,2011,2020-12-23,2020,732.0,1,1,41,1,Compliant,Non-compliant,Non-compliant,Missing,Missing
V001217,P00348,Retail Pharmacy,Georgia,Southeast,Suburban,2017,2021-01-05,2021,897.0,0,0,5,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002369,P00704,FQHC,North Carolina,Southeast,Urban,2014,2025-09-27,2025,2013.0,0,0,19,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002198,P00654,Federally Qualified Health Center,Mississippi,Southeast,Rural,2013,2021-11-23,2021,1263.0,1,0,47,1,Compliant,Compliant,Compliant,Non-compliant,Non-compliant
V001301,P00371,Public Health Clinic,Texas,South Central,Rural,2011,2023-01-12,2023,3049.0,1,0,21,1,Missing,Compliant,Non-compliant,Non-compliant,Compliant
V001215,P00347,Private Clinic,Arkansas,South Central,Urban,2016,2025-03-01,2025,1084.0,0,1,20,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000894,P00256,Private Clinic,Georgia,Southeast,Urban,2022,2019-01-10,2019,897.0,0,1,44,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V000160,P00046,private clinic ,Texas,South Central,Urban,2024,2024-03-06,2024,2351.0,0,0,24,1,Non-compliant,Compliant,Compliant,Compliant,Compliant
V000017,P00005,Private Clinic,Tennessee,Southeast,Rural,2014,2020-11-27,2020,1527.0,1,0,25,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V004537,P01322,FQHC,Mississippi,Southeast,Urban,2014,2022-04-01,2022,553.0,0,0,29,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V002675,P00789,Private Clinic,Texas,South Central,Rural,2023,2020-10-04,2020,,0,0,20,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001569,P00458,pharmacy,North Carolina,Southeast,rural ,2016,2021-07-12,2021,1717.0,0,0,36,1,Compliant,Non-compliant,Non-compliant,Non-compliant,Non-compliant
V003927,P01146,Private Clinic,Texas,South Central,Suburban,2017,2023-05-01,2023,2010.0,0,0,26,0,Compliant,Compliant,Non-compliant,Compliant,Non-compliant
V000471,P00137,Hospital,Florida,Southeast,rural ,2022,2025-09-12,2025,4048.0,0,1,18,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000291,P00080,Federally Qualified Health Center,Mississippi,Southeast,Rural,2024,2022-01-06,2022,2113.0,0,0,21,0,Compliant,Compliant,Non-compliant,Compliant,Non-compliant
V004251,P01245,Pediatric practice,Louisiana,South Central,Suburban,2016,2021-02-01,2021,4658.0,0,0,15,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V002088,P00620,Private Clinic,Alabama,Southeast,Urban,2011,2025-11-27,2025,907.0,1,1,37,1,Non-compliant,Non-compliant,Compliant,Non-compliant,Compliant
V000246,P00071,Pediatric Practice,Kentucky,Southeast,UNK,2012,2020-08-08,2020,1618.0,1,0,41,0,Compliant,Compliant,Compliant,Non-compliant,Missing
V004545,P01324,Public Health Clinic,Texas,South Central,Urban,2017,2022-05-08,2022,,1,0,37,0,Compliant,Compliant,Compliant,Missing,Compliant
V002219,P00660,Public clinic,Arkansas,South Central,Rural,2011,2019-09-23,2019,2061.0,0,0,41,0,Compliant,Compliant,Compliant,Compliant,Missing
V000958,P00274,Pharmacy,Louisiana,South Central,Rural,2012,2025-04-12,2025,856.0,1,0,51,0,Compliant,Compliant,Compliant,Non-compliant,Non-compliant
V000179,P00052,private clinic ,South Carolina,Southeast,Urban,2012,2019-05-16,2019,1703.0,0,0,25,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000267,P00075,Private Clinic,Virginia,Mid-Atlantic,Suburban,2016,2024-01-19,2024,1779.0,0,1,30,1,Non-compliant,Non-compliant,Non-compliant,Compliant,Non-compliant
V004416,P01289,Pediatric Practice,Louisiana,South Central,Suburban,2019,2021-12-20,2021,1641.0,0,0,39,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V001634,P00475,Hospital,Louisiana,South Central,urban ,2021,2020-10-08,2020,6667.0,0,0,37,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V004437,P01296,Retail Pharmacy,Florida,Southeast,Urban,2021,2021-03-06,2021,1543.0,0,0,32,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003297,P00967,FQHC,Arkansas,South Central,Suburban,2023,2022-05-13,2022,1396.0,0,0,28,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002216,P00658,Private Clinic,Tennessee,Southeast,Urban,2015,2025-09-16,2025,2788.0,0,1,12,1,Non-compliant,Compliant,Compliant,Non-compliant,Compliant
V003920,P01142,FQHC,Tennessee,Southeast,Urban,2021,2024-10-24,2024,1802.0,1,0,43,1,Compliant,Missing,Non-compliant,Compliant,Compliant
V000991,P00286,Private Clinic,Kentucky,Southeast,Urban,2022,2023-08-16,2023,1438.0,1,1,50,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V004065,P01184,Pharmacy,Alabama,Southeast,Rural,2019,2022-03-24,2022,675.0,0,1,39,1,Compliant,Compliant,Compliant,Missing,Compliant
V002367,P00704,FQHC,North Carolina,Southeast,Urban,2014,2022-04-27,2022,1091.0,0,1,25,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004281,P01252,Peds,Virginia,Mid-Atlantic,Urban,2023,2020-06-19,2020,2013.0,0,0,42,0,Compliant,Compliant,Compliant,Missing,Compliant
V001348,P00385,Public Health Clinic,Texas,South Central,Suburban,2018,2025-08-17,2025,5718.0,0,1,32,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003581,P01046,Public Health Clinic,Georgia,Southeast,rural ,2014,2019-01-09,2019,4695.0,0,1,24,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V000383,P00112,Public Health Clinic,Georgia,Southeast,Urban,2016,2021-01-18,2021,5099.0,0,0,7,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004181,P01224,Private Clinic,Virginia,Mid-Atlantic,Urban,2023,2020-08-09,2020,1007.0,1,0,28,0,Compliant,Non-compliant,Compliant,Non-compliant,Compliant
V000222,P00062,Pharmacy,Arkansas,South Central,Urban,2017,2023-08-18,2023,732.0,0,0,18,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004499,P01311,FQHC,South Carolina,Southeast,Suburban,2015,2024-07-14,2024,2077.0,0,0,19,1,Non-compliant,Compliant,Non-compliant,Compliant,Missing
V001376,P00396,Private Clinic,Georgia,Southeast,Suburban,2016,2020-03-02,2020,3560.0,0,0,35,0,Non-compliant,Compliant,Compliant,Compliant,Non-compliant
V003415,P01001,Unknown,Louisiana,South Central,Urban,2011,2025-05-06,2025,445.0,0,0,10,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V002290,P00679,Private Clinic,Alabama,Southeast,Urban,2021,2021-08-10,2021,903.0,1,0,30,1,Non-compliant,Non-compliant,Non-compliant,Non-compliant,Non-compliant
V002327,P00690,FQHC,Texas,South Central,Urban,2023,2022-02-13,2022,2521.0,1,0,32,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V000734,P00212,Private Clinic,Florida,Southeast,Urban,2011,2019-01-27,2019,1922.0,0,0,28,0,Compliant,Compliant,Compliant,Non-compliant,Non-compliant
V001930,P00567,Private Clinic,Mississippi,Southeast,Urban,2012,2023-06-26,2023,3269.0,0,0,15,1,Compliant,Compliant,Missing,Compliant,Compliant
V004014,P01172,Public Health Clinic,Tennessee,Southeast,Suburban,2011,2019-01-27,2019,5378.0,0,0,37,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V001776,P00517,Public Health Clinic,Tennessee,Southeast,Suburban,2012,2019-12-08,2019,2208.0,0,0,7,0,Missing,Compliant,Compliant,Compliant,Compliant
V003384,P00992,Private Clinic,Tennessee,Southeast,Urban,2023,2021-09-18,2021,1207.0,0,0,5,0,Compliant,Non-compliant,Compliant,Compliant,Compliant
V000201,P00056,Private Clinic,Virginia,Mid-Atlantic,Urban,2020,2025-11-01,2025,2776.0,0,0,26,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V004070,P01186,Private Clinic,Virginia,Mid-Atlantic,Urban,2022,2024-09-26,2024,1898.0,0,0,11,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000741,P00214,Pharmacy,Kentucky,Southeast,Rural,2021,2022-05-20,2022,908.0,0,0,24,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V004524,P01319,pharmacy,Mississippi,Southeast,Urban,2022,2020-08-18,2020,379.0,0,1,22,1,Non-compliant,Compliant,Compliant,Missing,Compliant
V002537,P00753,Public Health Clinic,Mississippi,Southeast,Suburban,2021,2021-07-15,2021,2031.0,0,1,19,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003246,P00952,Public clinic,South Carolina,Southeast,,2012,2019-09-20,2019,5155.0,0,0,29,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002702,P00796,Pediatric Practice,Texas,South Central,Suburban,2021,2019-07-22,2019,3332.0,0,0,25,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003596,P01049,Pediatric Practice,Georgia,Southeast,Urban,2018,2023-01-11,2023,2789.0,0,1,13,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V004151,P01213,Public Health Clinic,Alabama,Southeast,Suburban,2023,2021-06-08,2021,1568.0,0,0,49,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002613,P00775,Public Health Clinic,South Carolina,Southeast,Urban,2013,2023-05-02,2023,2059.0,0,1,34,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V003505,P01024,Private Clinic,Mississippi,Southeast,Urban,2011,2022-07-19,2022,1566.0,1,0,25,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003904,P01139,Pharmacy,Kentucky,Southeast,Urban,2016,2021-07-02,2021,1949.0,0,0,15,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001636,P00476,public health clinic,Arkansas,South Central,Urban,2024,2019-04-18,2019,2838.0,0,0,36,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001920,P00564,Pharmacy,Kentucky,Southeast,Suburban,2016,2025-09-09,2025,1644.0,0,0,19,1,Compliant,Compliant,Compliant,Non-compliant,Non-compliant
V002291,P00679,Private Clinic,Alabama,Southeast,Urban,2021,2024-08-17,2024,2017.0,0,1,18,1,Compliant,Non-compliant,Non-compliant,Non-compliant,Compliant
V001852,P00546,Public Health Clinic,Alabama,Southeast,Urban,2023,2019-02-25,2019,7175.0,1,0,45,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001214,P00347,Private Clinic,Arkansas,South Central,Urban,2016,2023-08-14,2023,431.0,0,1,20,1,Compliant,Compliant,Missing,Compliant,Compliant
V004038,P01178,Public Health Clinic,Florida,Southeast,Suburban,2013,not_a_date,2019,2402.0,1,0,36,0,Compliant,Compliant,Missing,Non-compliant,Compliant
V004527,P01319,pharmacy,Mississippi,Southeast,Urban,2022,2025-08-06,2025,612.0,0,1,30,1,Non-compliant,Missing,Compliant,Compliant,Compliant
V001342,P00384,Priv Clinic,Florida,Southeast,Rural,2024,2021-04-23,2021,864.0,0,0,19,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V003737,P01091,Hospital,Florida,Southeast,Rural,2015,2024-07-03,2024,3100.0,0,0,30,0,Non-compliant,Compliant,Non-compliant,Compliant,Compliant
V001331,P00381,Private Clinic,Alabama,Southeast,Rural,2014,2020-06-24,2020,2065.0,0,1,35,0,Missing,Compliant,Compliant,Missing,Non-compliant
V000749,P00216,Pharmacy,Alabama,Southeast,Suburban,2011,2023-12-26,2023,1457.0,0,0,21,1,Compliant,Non-compliant,Non-compliant,Missing,Compliant
V000804,P00231,Pediatric Practice,Mississippi,Southeast,Rural,2013,2020-11-23,2020,1982.0,0,0,32,0,Compliant,Compliant,Compliant,Non-compliant,Non-compliant
V003475,P01017,Hospital,Arkansas,South Central,Urban,2013,2024-11-23,2024,2022.0,0,1,20,1,Non-compliant,Compliant,Non-compliant,Compliant,Compliant
V003127,P00914,Public Health Clinic,Alabama,Southeast,Rural,2024,2021-01-04,2021,2259.0,0,0,42,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V001650,P00480,Pediatric Practice,Arkansas,South Central,Suburban,2013,2023-12-07,2023,2121.0,0,1,20,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003973,P01158,pharmacy,South Carolina,Southeast,Suburban,2014,2024-12-15,2024,1588.0,0,1,25,1,Non-compliant,Compliant,Compliant,Compliant,Compliant
V000529,P00155,Pediatric Practice,Virginia,Mid-Atlantic,Suburban,2024,2021-01-11,2021,1870.0,0,1,34,1,Compliant,Compliant,Compliant,Compliant,Compliant
